title,brand,category,price,battery_life,build_quality,camera,connectivity,customer_service,delivery,design,performance,price_value,screen_display,software_app,sound_audio,total_mentions,overall_score
SAMSUNG TV Remote Control BN59-01199F by Samsung,SAMSUNG,All Electronics,9.1,-1.0,,,,,,,,-1.0,,-1.0,,4,-1.0
Kastar Battery Replacement for Panasonic S007 CGA-S007 CGR-S007 DMW-BCD10 Battery and Panasonic DMC-TZ1 DMC-TZ2 DMC-TZ3 DMC-TZ4 DMC-TZ5 DMC-TZ11 DMC-TZ15 DMC-TZ1A DMC-TZ2A DMC-TZ3A DMC-TZ4K DMC-TZ5S,Kastar,Camera & Photo,6.99,-1.0,,,,,,,-1.0,-1.0,,,,4,-1.0
Lava Electronics HD-468 Indoor HDTV Antenna,Lava,All Electronics,39.95,,-1.0,,,,,,,,,-1.0,,4,-1.0
"SANDMARC Pole - Compact Edition: 10-25"" Waterproof Pole (Selfie Stick) for GoPro Hero 11, 10, 9, 8, Max, 7, 6, 5, 4, Session, 3+, 3, 2, HD & Osmo Action",SANDMARC,Camera & Photo,29.99,,1.0,1.0,1.0,,,,,,,,,4,1.0
Kastar Battery Replacement for Panasonic S007 CGA-S007 CGR-S007 DMW-BCD10 Battery and Panasonic DMC-TZ1 DMC-TZ2 DMC-TZ3 DMC-TZ4 DMC-TZ5 DMC-TZ11 DMC-TZ15 DMC-TZ1A DMC-TZ2A DMC-TZ3A DMC-TZ4K DMC-TZ5S,Kastar,Camera & Photo,6.99,,,,,,,,,1.0,,,,4,1.0
DSTE Replacement for 2x DMW-BLC12 Battery + DC114 Travel Charger Kit Compatible Panasonic Lumix DMC-G5 G6 G7 GH2 GX8 FZ200 FZ2500 FZ2000 DC-G90 DC-G95 Leica Q Camera as BP-DC12E Compatible Sigma BP-51,DSTE,Camera & Photo,21.99,1.0,-1.0,1.0,,,,,,,,,,4,0.333
Lenovo Mini Dock Plus with USB 3.0 (433815U),Lenovo,Computers,108.73,,,,,,,,,,1.0,,,4,1.0
"Lee Quick Location Lighting Gel Filter Pack (24) 10""x12"" Sheets",Lee Filters,Camera & Photo,60.0,,1.0,1.0,,,,1.0,,,,1.0,,4,1.0
"Silicon Power S55 960GB 2.5"" 7mm SATA III Internal Solid State Drive SP960GBSS3S55S25",SP Silicon Power,Computers,47.83,,,,,,,-1.0,-1.0,-1.0,,-1.0,,4,-1.0
Cables Unlimited UTP-4000 Cat5e Pair Splitter Adapter 1 Pack (White),Cables Unlimited,Home Audio & Theater,13.0,,,,-1.0,,,,,,,,,4,-1.0
Sleeve City Diskeeper Ultimate Audiophile Inner Record Sleeves (50 Pack),Sleeve City,All Electronics,35.99,,-1.0,,,,-1.0,,,,,-1.0,,4,-1.0
Slik U9000TBM U9000 Video Photo Tripod With Soft Carrying Case,SLIK,Camera & Photo,49.95,,-1.0,-1.0,,,,-1.0,,-1.0,,,,4,-1.0
Leather Remote Cover/Case Compatible with Viper Remote Control Model 7941V 7944V 7945V,A W Enterprises,All Electronics,17.95,,-1.0,,,,-1.0,-1.0,,-1.0,,,,4,-1.0
Logitech Wireless Wave Combo Mk550 With Keyboard and Laser Mouse (Renewed),Amazon Renewed,Computers,34.79,,1.0,,,,,,,1.0,,,,4,1.0
"Blue Echo Solutions, Inc. hd EZ lock Universal HDMI Lock - hd-ez-lock Black","Blue Echo Solutions, Inc.",Home Audio & Theater,12.72,,,,1.0,,,1.0,,1.0,,1.0,,4,1.0
Canon EOS-1D Mark II 8.2MP Digital SLR Camera (Body Only),Canon,Camera & Photo,355.0,,1.0,1.0,,,,,,,,1.0,,4,1.0
Lenovo ThinkPad Mini Dock Series 3 Docking Sation with USB 3.0 - 90W - 433715,Lenovo,Computers,39.98,-1.0,,-1.0,-1.0,,,,,,-1.0,,,4,-1.0
"Camera Data Cable, BIRUGEAR Replacement Nikon UC-E6 / UC-E16 / UC-E17 USB Cable Cord for Nikon Coolpix L340, L330, L26, L28, L30, L310, L620, L810, L820, L830, S30, S31, S32, AW110, D5200, D7100, D750",BIRUGEAR,Camera & Photo,5.99,,,1.0,,,,1.0,,,,,,4,1.0
"(25) 12"" Record Outer Sleeves - EXTRA HEAVY DUTY 4 Mil Thick - Soft Polyethylene - 12-3/4"" x 12-1/2"" - Archival Quality",Square Deal Recordings & Supplies,All Electronics,14.99,,,,,,,,,,,0.0,,4,0.0
Canon EOS Rebel SL1 Digital SLR with EF-S 18-55mm is STM Lens (White),Canon,Camera & Photo,325.99,,1.0,1.0,,,,,,,,,,4,1.0
"Set of Polypropylene Sand Bags w/Tie - 26in x 14in, 20 Bags",Collegiate Pacific,Amazon Home,18.0,,,,,,1.0,,,,,,,4,1.0
Sony RM-X151 Car Stereo Remote -Electronics,Sony,Car Electronics,9.15,,,,,,,,,,,-1.0,,4,-1.0
SiriusXM SXABB2 Portable Speaker Dock (DISCONTINUED BY MANUFACTURER),SiriusXM,Car Electronics,177.77,-1.0,,,,,,,,,,,-1.0,4,-1.0
DSTE Replacement for 2X D-Li109 Li-ion Battery Compatible Pentax K-R K-30 K-50 K-500 KR K30 K50 K500 K-S1 K-S2 K-70 Camera,DSTE,Camera & Photo,17.99,1.0,,1.0,,,,,,,,,,4,1.0
Seven Star SF500 500W 110v/220v 220v/110v Step Up/Down Automatic Transformer Adapter,Seven Star,Home Audio & Theater,44.84,-1.0,,,,,,,,,,-1.0,,4,-1.0
Smartparts SP1100B 11-Inch Digital Photo Frame (Black Wood),Smart Parts,Camera & Photo,75.0,,-1.0,-1.0,,,,-1.0,,,,-1.0,,4,-1.0
Sony RM-X151 Car Stereo Remote -Electronics,Sony,Car Electronics,9.15,,,,,,-1.0,,,,,,,4,-1.0
"CamKix Body Mount Bundle Compatible with Gopro Hero 8, 7, 6, 5, Black Session, Hero 4, Session, Black, Silver, 3+, 3, DJI Osmo Action - Chest Harness Mount/Head Strap Mount/Wrist Mount/J-Hook",CamKix,Camera & Photo,20.99,,1.0,,,,,,,,,,,4,1.0
Sevenoak SK-CM300 Shotgun Video Condenser Microphone for DSLR Cameras and Camcorders,Sevenoak,Musical Instruments,29.0,,-1.0,,,,,,,-1.0,,-1.0,-1.0,4,-1.0
Lenovo Thinkpad 90W Slim Tip Standard AC Adapter for Slim Tip Models Only - Retail Packaging (0B46994),Lenovo,Computers,16.99,,,,,-1.0,-1.0,,,,,,,4,-1.0
Sony RMVZ220 Remote Control Up To 4 Compatible Video Components (Black) (Discontinued by Manufacturer),Sony,Home Audio & Theater,34.95,,,,,,,,,1.0,,,,4,1.0
Sony RMVZ220 Remote Control Up To 4 Compatible Video Components (Black) (Discontinued by Manufacturer),Sony,Home Audio & Theater,34.95,,,,,,-1.0,,,,,,,4,-1.0
"Kastar Cordless Phone Battery Replacement for Uniden BT1021 BT-1021 BT1008 BT-1008 , Uniden 65AAAH2BMS, BBTG0645001, BBTG0734001, BBTG0847001, Radio Shack 23-596, 23-931, 43-221, 43-223 Phone Battery",Kastar,All Electronics,7.99,1.0,,,,,,,,,,,,4,1.0
"Smart Buy 100 Pack DVD-R 4.7gb 16x White Printable Inkjet Blank Media Record Disc, 100 Disc 100pk",Smartbuy,All Electronics,20.99,,-1.0,,,,-1.0,,,,,,,4,-1.0
"CamKix Anti-Fog Inserts compatible with Hero 4 Black, Silver, 3+, 3, 2, 1 and Other Camera and Housing Systems – 20 Pack Reusable Moisture Removing Inserts",CamKix,Camera & Photo,6.79,,,1.0,,,,,,,,,,4,1.0
SANOXY PU Leather Carrying Case for 9 inch Tablet Stand w/USB Keyboard,SANOXY,Computers,15.99,,,,,,,,,,,0.0,,4,0.0
SANOXY® 6 to 4-pin IEEE 1394 iLink FireWire DV Cable for MAC/PC,SANOXY,Computers,12.99,,1.0,,,,,,,,,,,4,1.0
"Brenthaven Prostyle Slimpack Backpack Fits 15 inch Laptops, MacBooks, Chromebooks and Tablet - Durable, Lightweight, Comfortable and Secure for Professionals, Office, Business or Personal Use - Black",Brenthaven,Computers,59.95,,1.0,,,,,,,,,1.0,,4,1.0
"Cables Unlimited UTP-1800-50W UltraFlat Cat6 Patch Cables (50 feet, White)",Cables Unlimited,All Electronics,12.95,,,,,,1.0,,1.0,,,,,4,1.0
"Samlex SEC-1235M Desktop 30A Switching Power Supply, Advanced switch-mode technology, Reliable power with minimum weight and size, Circuit innovations minimize output voltage ripple and RFI",Samlex,Home Audio & Theater,229.0,1.0,,,,,,,,1.0,,1.0,1.0,4,1.0
SanDisk 32GB 32G Ultra Micro SD HC Class 10 TF Flash SDHC Memory Card - SDSQUNB-032G-GN3MN,SanDisk,Computers,8.02,,,,,,,,,1.0,,,,4,1.0
"C2G 40423 Value Series One 3.5mm Stereo Male to Two RCA Stereo Male Y-Cable (6 Feet, 1.82 Meters), Black",C2G/Cables To Go,Home Audio & Theater,6.92,,,,,,,,,-1.0,,,-1.0,4,-1.0
"SanDisk 2 GB MemoryStick Pro Duo (SDMSPD-2048-A11, Retail Package)",SanDisk,All Electronics,49.99,,1.0,1.0,,,,,,0.0,,,,4,0.667
"C2G 40423 Value Series One 3.5mm Stereo Male to Two RCA Stereo Male Y-Cable (6 Feet, 1.82 Meters), Black",C2G/Cables To Go,Home Audio & Theater,6.92,,,,,,1.0,,,,,,,4,1.0
180W 135W Charger for Acer Predator Helios 300 Triton 500 Nitro 5 Gaming Laptop: G3-571-77QK G3-572 AN515-54-5812 AN515-55-53E5 AN517-54-77KG Aspire 7 V17 V15 ADP-180MB ADP-135KB T Adapter Power Cord,PWR+,All Electronics,49.99,1.0,,,,,1.0,,1.0,1.0,,,,4,1.0
Cisco-Linksys WUSB54GSC Compact Wireless-G USB Network Adapter with SpeedBooster,Linksys,All Electronics,28.65,,,,-1.0,,,,-1.0,,,,,4,-1.0
CMVision IRP24-850nm WideAngle 24pc High Power LED IR Array Illuminator,CMVision,Camera & Photo,79.95,-1.0,,,,-1.0,-1.0,,,,,-1.0,,4,-1.0
Livescribe Universal Premium Case,Livescribe,Computers,39.95,,-1.0,,,,,,,-1.0,,-1.0,,4,-1.0
D-Link AC3150 Dual Band Wireless Gigabit Ultra WiFi Router with MU-MIMO and 1.4GHz Dual Core Processor (DIR-885L/R),D-Link,Computers,49.97,,-1.0,,-1.0,,,-1.0,,,,-1.0,,4,-1.0
Livescribe Universal Premium Case,Livescribe,Computers,39.95,,,,,,,,,,,1.0,,4,1.0
Kodak Ektagraphic III AMT slide projector,KODAK,Camera & Photo,337.44,,0.0,0.0,,,,,,-1.0,,0.0,,4,-0.25
"C2G 41062 Two Line Telephone Splitter L1 + L2 , Gray",C2G,All Electronics,9.2,,,,-1.0,-1.0,,,,-1.0,,-1.0,,4,-1.0
ephotoinc 2 x Black Photography Studio Stage Film Light Stand Saddle Sandbags 2BLK,ephotoinc,Camera & Photo,16.99,,1.0,1.0,,,,1.0,,1.0,,,,4,1.0
"Samsung LED/LCD TV Power Cord (Specific Models Only) (Long Run - 8' Long, Bulk Packed)",Technovary,All Electronics,7.95,,,,,,,,,,,-1.0,,4,-1.0
19V 65W AC Adapter Charger for FUGOO Style XL Sport XL Tough XL Wireless Speaker UL Listed Power Supply Cord - ONLY for XL Speaker,PWR+,All Electronics,22.9,1.0,,,,,,,,,,,,4,1.0
SanDisk 32GB 32G Ultra Micro SD HC Class 10 TF Flash SDHC Memory Card - SDSQUNB-032G-GN3MN,SanDisk,Computers,8.02,,,,,,-1.0,,,1.0,,,,4,0.0
Cisco-Linksys PSUS4 PrintServer for USB with 4 Port Switch,Linksys,All Electronics,95.55,,,,,,-1.0,,,-1.0,,,,4,-1.0
2 x 3.5mm Stereo Female/3.5mm Stereo Male Adaptor (125-9-N),CableWholesale,Computers,3.95,,,,,,,1.0,,,,,,4,1.0
"ChargerCity Premium Center Extension Car Seat Headrest Mount w/ Universal Tablet Cradle Holder for 7-10"" screen iPad Air Pro 12.9 Mini Galaxy Tab Surface Pro Switch Smartphones (NOT FOR TESLA & BLUERAY Players)",ChargerCity,Computers,16.95,,0.0,,,,,1.0,,,,0.0,,4,0.333
"ChargerCity 12v Garmin Nuvi 2xx 11xx 12xx 14xx 2200 2300 2350 2360 2370 2450 2457 2497 2539 2555 2557 2559 2597 2598 2639 2689 2699 3550 3750 3760 40 42 44 50 52 54 55 56 57 58 65 67 68 GPS Vehicle Power Cable Car Charger Adapter with extended 6FT Straight Cord, custom ""L"" Shape Connector & magnetic ferrite to prevent Electro-Magnetic shock w/ChargerCity direct replacement warranty (Best Replacement for Garmin 010-11838-00 / 010-10723-06 / 010-10723-14 / 010-10851-11 / 010-11478-03)",ChargerCity,Cell Phones & Accessories,11.95,-1.0,,,,,,,,,,-1.0,,4,-1.0
ChargerCity 360º Swivel DSLR Hot Shoe Flash Camera Mount for Apple ipad Mini Samsung Galaxy Tab Dell Venue 6 7 8 inch Tablet *Use Both DSLR Camera & Selfie Record See Yourself simultaneously*,ChargerCity,Camera & Photo,14.95,,-1.0,,,,,,,-1.0,,-1.0,,4,-1.0
"C2G 02712 DB9 M/F Serial RS232 Extension Cable, Beige (10 Feet, 3.04 Meters)",C2G,All Electronics,7.99,,,,-1.0,,,,,-1.0,,-1.0,,4,-1.0
LG Electronics Super Multi Slim Internal DVD Rewriter with M-DISC Support GT80N,LG,Computers,27.99,1.0,,,1.0,1.0,,,,,,1.0,,4,1.0
ChargerCity Mini USB Wall AC Adapter Charger Cable for Garmin Nuvi NUVI Drive DRIVESMART Assist 50 51 60 61 65 66 67 67LMT 68 68LMT 52 52LMT 55 55LMT 56 56LMT 57 57LM 58LMT GPS Dash Cam 20 30 35,ChargerCity,Cell Phones & Accessories,13.95,1.0,,1.0,,,,,,1.0,,,,4,1.0
ChargerCity Mini USB Wall AC Adapter Charger Cable for Garmin Nuvi NUVI Drive DRIVESMART Assist 50 51 60 61 65 66 67 67LMT 68 68LMT 52 52LMT 55 55LMT 56 56LMT 57 57LM 58LMT GPS Dash Cam 20 30 35,ChargerCity,Cell Phones & Accessories,13.95,1.0,,,,,,,,,,,,4,1.0
SanDisk SDMSG-1024 Pro Duo 1 GB Gaming Memory Stick,SanDisk,All Electronics,24.99,,,,,,,1.0,,,,,,4,1.0
SanDisk 32GB microSDHC Card w/ SD & miniSD Adapter (SDSDQ-032G-2ADP),SanDisk,Cell Phones & Accessories,7.55,,,,,-1.0,-1.0,-1.0,,-1.0,,,,4,-1.0
LG Electronics 24X SATA Super-Multi DVD Internal Rewriter with M-Disc Support (Black) GH24NS95B,LG,Computers,44.68,,,,,,,,-1.0,,,-1.0,,4,-1.0
Linksys EA6900 Router Smart WiFi AC 1900 (EA6900),Linksys,Computers,43.88,-1.0,,,-1.0,,,,-1.0,,,-1.0,,4,-1.0
Sony CFDS01 CD Radio Cassette Recorder - Silver,Sony,Home Audio & Theater,99.95,,,,,,,-1.0,,,,,-1.0,4,-1.0
"12Ft TV Power Cord, Monitor Power Cable, PC Computer Power Supply for LG TV Dynex Vizio Panasonic Acer AOC BenQ Dell HP Samsung ViewSonic Printer - UL Listed",PWR+,All Electronics,8.99,,1.0,,,,,,,,,1.0,,4,1.0
"Kenwood KFC-1365S 2-Way 5-1/4"" Flush Mount Car Stereo Speakers",Kenwood,Cell Phones & Accessories,46.24,,-1.0,,,,,,,,,,,4,-1.0
Cisco AIR-CAP2702I-A-K9 Aironet 2702i Controller-Based Wireless Access Point 802.11 b/a/g/n/ac (Draft 5.0),Cisco,Computers,59.0,1.0,1.0,,,,,,1.0,,,1.0,,4,1.0
KnuKonceptz Karma Kable Twisted 12 Gauge Oxygen Free Copper Speaker Wire 50',KnuKonceptz,All Electronics,42.5,,1.0,,,1.0,,1.0,,1.0,,,,4,1.0
Contour 3750 Hat Mount for Contour Cameras,Contour Design,Camera & Photo,29.99,,,1.0,,,,,,,,,,4,1.0
Bose SoundDock Remote - Gray,Bose,Home Audio & Theater,28.93,,,,,,,,,1.0,,,,4,1.0
Contour 3750 Hat Mount for Contour Cameras,Contour Design,Camera & Photo,29.99,,1.0,1.0,,,,1.0,,,,,,4,1.0
"Kinamax 2000mAh BP-511 / BP-512 Replacement Battery for Canon EOS 10D, 20D, 30D, 40D, 5D, D30, D60, Rebel, Optura 100MC, 200MC, Pi, Xi, PowerShot G2, G3, G5, G6, Pro 1, 90 IS, ZR40, ZR45MC, ZR50MC, ZR60, ZR65MC, ZR70MC, ZR80, ZR85, ZR90",Kinamax,Camera & Photo,11.99,-1.0,,,,,,-1.0,,-1.0,,-1.0,,4,-1.0
Kingston Technology ValueRAM 8GB Kit (2x4GB) DDR3 1333 MHz DIMM Desktop Server Memory KVR1333D3E9SK2/8G,Kingston Technology,Computers,34.98,,,,,,,,,1.0,,,,4,1.0
Logitech Keyboard Case for Samsung Galaxy Tab™ 10.1 (Wi-Fi® Only),Logitech,Computers,14.4,,,,,,,,,1.0,,,,4,1.0
Logitech Keyboard Case for Samsung Galaxy Tab™ 10.1 (Wi-Fi® Only),Logitech,Computers,14.4,,,,,,,,,,,1.0,,4,1.0
Corsair Vengeance Pro Series - 16GB (2 x 8GB) DDR3 DRAM 1866MHz C9 Memory Kit (CMY16GX3M2A1866C9R)(Red),Corsair,Computers,154.04,,,,,,,,,1.0,,,,4,1.0
Corsair Vengeance Pro Series - 16GB (2 x 8GB) DDR3 DRAM 1866MHz C9 Memory Kit (CMY16GX3M2A1866C9R)(Red),Corsair,Computers,154.04,,1.0,,,,,,1.0,1.0,,,,4,1.0
Kingston KVR333X64SC25/512 512MB PC2700 CL2.5 SODIMM UNB DDR Non-ECC Memory,Kingston,All Electronics,53.42,1.0,1.0,,,,,,,1.0,,1.0,,4,1.0
"CAMVATE 1/4""-20 Male to 5/8""-27 Female Microphone Stand Mount for Camera Stud - 0988",CAMVATE,Musical Instruments,4.98,1.0,,1.0,,,,,,,,,,4,1.0
Kingfast F6 2.5 Inch Sata III 32gb SSD Solid State Drive (7mm) for Desktop Laptop,KingFast,Computers,23.99,,,,,,,,,1.0,,,,4,1.0
Sony ECM-MS908C Stereo Video Microphone with Switchable Pick-Up Angle (Discontinued by Manufacturer),Sony,Home Audio & Theater,119.91,1.0,,1.0,,,,,,1.0,,,1.0,4,1.0
1GB PC3200 (1GBx1) Memory Upgrade for DELL 800 MHz Sockets,Computer Memory Solutions,Computers,14.99,,,,,,,,-1.0,,,-1.0,,4,-1.0
Kingston 2 GB DDR2 SDRAM Memory Module 2 GB (1 x 2 GB) 800MHz DDR2800/PC26400 DDR2 SDRAM 240pin DIMM KTH-XW4400C6/2G,Kingston,All Electronics,14.49,,-1.0,-1.0,,,,,-1.0,-1.0,,,,4,-1.0
CravenSpeed Stubby Antenna Replacement for the MINI Countryman 2011-2016 | 4 inches,CravenSpeed,Automotive,25.0,,,,,,,1.0,,,,,,4,1.0
"CAMVATE 1/4""-20 Male to 5/8""-27 Female Microphone Stand Mount for Camera Stud - 0988",CAMVATE,Musical Instruments,4.98,,,,1.0,,,,,,,,1.0,4,1.0
CravenSpeed Stubby Antenna Replacement for the MINI Countryman 2011-2016 | 4 inches,CravenSpeed,Automotive,25.0,,1.0,,,,,1.0,1.0,,,,,4,1.0
Corsair VS2GSDS667D2 2GB (1x2GB) DDR2 667 MHz (PC2 5300) Laptop Memory,Corsair,All Electronics,49.99,,,,,,,,1.0,1.0,,,,4,1.0
Samsung Electronics BD-D5100 Blu-Ray Disc Player - Black,SAMSUNG,All Electronics,129.99,,1.0,,,,1.0,,1.0,1.0,,,,4,1.0
1GB PC3200 (1GBx1) Memory Upgrade for DELL 800 MHz Sockets,Computer Memory Solutions,Computers,14.99,,,,,,1.0,,,1.0,,,,4,1.0
"Custom Install Parts Universal 12 Inch (12"") Subwoofer Speaker Metal Grill Waffle Cover Guard",Custom Install Parts,All Electronics,11.0,,,,,-1.0,,,,,,,-1.0,4,-1.0
Contour Rotating Flat Surface Mount,Contour,Camera & Photo,74.98,,-1.0,-1.0,,,,-1.0,,,,-1.0,,4,-1.0
"Kastar Battery Home Travel Charger with Car Adapter for Sony NP-FM50, NP-FM70, NP-FM90, NP-QM71D, NP-QM91D, NP-FM55H, NP-FM500H, NP-F330, NP-F550 , NP-F750, NP-F960 Digital Camera and Camcorder",Kastar,Camera & Photo,7.99,1.0,,,,,,,1.0,,,,,4,1.0
Keyboard for Acer Aspire 7741 7741Z 7741ZG Series Laptop Keyboard Replacement AS5810T-8952 NSK-AL01D,BrainyTrade,Computers,17.99,,,,,,,-1.0,,,,,,4,-1.0
eTECH Collection 3 Pack of Anti-Glare & Anti-Fingerprint (Matte) Tempered Glass Screen Protector for Apple iPad Mini/iPad Mini 2 / iPad Mini 3 (fit All iPad Mini 1st/2nd/3rd Generation),eTECH,Cell Phones & Accessories,6.99,,,,,1.0,,,,,,,,4,1.0
Cyber Acoustics USB Stereo Headset (AC-851B),Cyber Acoustics,All Electronics,17.99,,-1.0,,,,,,,-1.0,,,,4,-1.0
Logitech Cordless Mini Optical Mouse (931396-0403),Logitech,All Electronics,29.99,1.0,1.0,,,,,,,1.0,,1.0,,4,1.0
Klipsch R-1650-C In-Ceiling Speaker - White (Each),Klipsch,Home Audio & Theater,59.0,,,,,,,,,1.0,,,1.0,4,1.0
"C2G USB Cable, USB 2.0 Cable, USB B Male to Two A Male Cables, USB Y Cable, 6 Feet (1.82 Meters), Black, Cables to Go 28108",C2G,All Electronics,14.95,,,,,,,,1.0,,,,,4,1.0
Samsung 2GB DDR2 800MHz 2GB DDR2 800MHz Memory,SAMSUNG,Computers,10.43,,,,,,,,1.0,,,,,4,1.0
Corsair CMZ4GX3M1A1600C9 Vengeance 4GB (1x4GB) DDR3 1600 MHz (PC3 12800) Desktop Memory 1.5V,Corsair,All Electronics,32.49,,,,,,1.0,,,,,,,4,1.0
"Corsair CP-8920049 Standard Power Cable Kit, Red",Corsair,Computers,51.82,,,,,,,1.0,,1.0,,,,4,1.0
"Corsair CP-8920049 Standard Power Cable Kit, Red",Corsair,Computers,51.82,,,,,,,1.0,,,,1.0,,4,1.0
eTECH Collection 3 Pack of Anti-Glare & Anti-Fingerprint (Matte) Tempered Glass Screen Protector for Apple iPad Mini/iPad Mini 2 / iPad Mini 3 (fit All iPad Mini 1st/2nd/3rd Generation),eTECH,Cell Phones & Accessories,6.99,,,,,,,,,,1.0,,,4,1.0
Kingston ValueRAM 2GB 1333MHz DDR3 Non-ECC CL9 SODIMM Notebook Memory,Kingston,All Electronics,40.99,,,,,-1.0,,-1.0,,-1.0,,-1.0,,4,-1.0
Linear 2514 Channelplus Dc & IR Passing 4-Way Splitter/Combiner,ChannelPlus,Home Audio & Theater,9.29,,,,1.0,,,,,,,,,4,1.0
Linear 2514 Channelplus Dc & IR Passing 4-Way Splitter/Combiner,ChannelPlus,Home Audio & Theater,9.29,,,,1.0,,1.0,,,,,,,4,1.0
"DELL Optiplex with 20-Inch Monitor (Core 2 Duo 3.0Ghz, 8GB RAM, 1TB HDD, Windows 10 Professional), Black (Renewed)']",Amazon Renewed,Computers,108.6,,,,1.0,,,,,1.0,,1.0,,4,1.0
Sandbag Sandbags Black Blue Sandbag Photography Sandbag Studio Video Equipment Sandbag Sand Bag Saddle Bag for Boom Stand Tripod by Fancierstudio Black Blue Sandbag,Fancierstudio,Camera & Photo,6.99,,-1.0,-1.0,,,,,,-1.0,,-1.0,,4,-1.0
Zone Tech 80W Car Siren Loud Electric Horn Sound with PA Microphone System - Hooter/Fire Alarm/Ambulance/Traffic Emergency,Hardware & Outdoor,Automotive,22.99,,,,,,,0.0,,0.0,,,0.0,4,0.0
"SIRIUS XM 5 Volt Home Power Adapter, 5V Sirius AC Power Adapter, 5V XM AC Power Adapter",SiriusXM,All Electronics,15.99,,,,,,1.0,,1.0,1.0,,,,4,1.0
"SIRIUS XM 5 Volt Home Power Adapter, 5V Sirius AC Power Adapter, 5V XM AC Power Adapter",SiriusXM,All Electronics,15.99,,1.0,,,,,,,,,,,4,1.0
Labtech 980232-0403 Stereo Headset with Microphone,Jaybird,All Electronics,19.98,,,,,,,,,,,1.0,,4,1.0
Labtec Verse-504 Desk Microphone for PC Voice Access (Discontinued by Manufacturer),Labtec,Home Audio & Theater,8.0,,-1.0,,,,,,,-1.0,,-1.0,-1.0,4,-1.0
Canon WD-H58 Wide Converter Camcorder Lens,Canon,Camera & Photo,199.95,,-1.0,-1.0,,,,,,-1.0,,-1.0,,4,-1.0
Kastar Replacement Battery for Olympus Li-10B LI10B Li-12B Battery and Olympus Digital Cameras,Kastar,Camera & Photo,8.99,,,,,,1.0,,,,,,,4,1.0
Canon WP-DC23 Waterproof Case for Canon Powershot SD770IS Digital Cameras,Canon,Camera & Photo,316.09,,,-1.0,,-1.0,,,,,,-1.0,,4,-1.0
Canon WP-DC28 Waterproof Case for Canon PowerShot G10 Digital Cameras,Canon,Camera & Photo,183.8,1.0,1.0,1.0,,,,,1.0,,,,,4,1.0
"Bovee 1000 - Wireless Music Interface Adaptor Compatible with Audi, Mercedes, and Volkswagen car kit with 30 pin iPod Connector - Compatible with iPhone and Android",Bovee,Cell Phones & Accessories,84.99,,,,1.0,,,,,,,,,4,1.0
Canon ZR930 1.07MP MiniDV Camcorder with 37x Optical Zoom (Discontinued by Manufacturer),Canon,Camera & Photo,229.98,-1.0,,,,,,,,-1.0,,,,4,-1.0
Lightdow LD-160 Ultra High Power Dimmable 160 LED Bulb Video Light for Canon Nikon Sony DSLR Camera,Lightdow,Camera & Photo,24.99,1.0,,1.0,,,,,,,,,,4,1.0
LVSUN Universal Laptop Charger 90W 12-24V One for All - Slim AC Adapter Power Supply Cord with Dual USB Ports for Mobile/Tablet - Compatible with Lenovo HP Toshiba Samsung Acer Asus and Most Notebooks,LVSun,Computers,29.99,1.0,,,,,,1.0,1.0,,,1.0,,4,1.0
"(5 Packs) Standard 1/4""-20 Male to 1/4""-20 Threaded Screw Adapter Tripod Screw Converter Compatible with Camera Cage Light Stand Monopo Shoulder Rig Tripod",Fotasy,Camera & Photo,6.59,,,,,,-1.0,,,,,,,4,-1.0
"Bovee 1000 - Wireless Music Interface Adaptor Compatible with Audi, Mercedes, and Volkswagen car kit with 30 pin iPod Connector - Compatible with iPhone and Android",Bovee,Cell Phones & Accessories,84.99,,,,0.0,,,,,,,,0.0,4,0.0
Canon Rubber Frame EF for EOS Rebel Ti & Digital Rebel/Rebel XT,Canon,Camera & Photo,8.97,,0.0,,,,1.0,,,1.0,,0.0,,4,0.5
Kastar Mini Battery Charger Kit for Sony NP-BG1 Battery and Digital Cameras,CTA Digital,Camera & Photo,11.69,1.0,,,,,,,,,,,,4,1.0
kenwood KDCBT265U CD Receiver with Bluetooth,Kenwood,Car Electronics,109.0,1.0,,,1.0,,,,1.0,1.0,,,,4,1.0
Zing 503-301 PBK1 PRO SLR Cover (Black),Tiffen,Camera & Photo,41.79,1.0,,1.0,,,,1.0,,,,1.0,,4,1.0
Sekonic L-358 Flash Master Light Meter,Sekonic,Camera & Photo,198.95,,,1.0,,,,,,,,1.0,,4,1.0
"Cables Unlimited UTP-1800-50W UltraFlat Cat6 Patch Cables (50 feet, White)",Cables Unlimited,All Electronics,12.95,,,,,,,,-1.0,,,-1.0,,4,-1.0
"(3 Pack) Supershieldz Designed for Apple MacBook Pro 13 inch with Retina Display (Late 2012 to Early 2015, Model A1425, A1502) Screen Protector, High Definition Clear Shield (PET)",Supershieldz,Computers,9.99,,,,,,,,,,-1.0,,,4,-1.0
Cables Unlimited PCM-2260 DVI-D Splitter Cable (Discontinued by Manufacturer),Cables Unlimited,Home Audio & Theater,13.95,,,-1.0,-1.0,-1.0,,,,,-1.0,,,4,-1.0
"Lensbaby LB-V56BX Velvet 56"" Lens for Sony NEX Camera",Lensbaby,All Electronics,449.95,,,-1.0,,-1.0,-1.0,,-1.0,,,,,4,-1.0
